symbol,hex,code,name,category,entities,set,tags
ǝ,01DD,477,latin small letter turned e,Latin Extended-B,,,
Ǟ,01DE,478,latin capital letter a with diaeresis and macron,Latin Extended-B,,,
ǟ,01DF,479,latin small letter a with diaeresis and macron,Latin Extended-B,,,
Ǡ,01E0,480,latin capital letter a with dot above and macron,Latin Extended-B,,,
ǡ,01E1,481,latin small letter a with dot above and macron,Latin Extended-B,,,
Ǣ,01E2,482,latin capital letter ae with macron,Latin Extended-B,,,
ǣ,01E3,483,latin small letter ae with macron,Latin Extended-B,,,
Ǥ,01E4,484,latin capital letter g with stroke,Latin Extended-B,,,
ǥ,01E5,485,latin small letter g with stroke,Latin Extended-B,,,
Ǧ,01E6,486,latin capital letter g with caron,Latin Extended-B,,,
ǧ,01E7,487,latin small letter g with caron,Latin Extended-B,,,
Ǩ,01E8,488,latin capital letter k with caron,Latin Extended-B,,,
ǩ,01E9,489,latin small letter k with caron,Latin Extended-B,,,
Ǫ,01EA,490,latin capital letter o with ogonek,Latin Extended-B,,,
ǫ,01EB,491,latin small letter o with ogonek,Latin Extended-B,,,
Ǭ,01EC,492,latin capital letter o with ogonek and macron,Latin Extended-B,,,
ǭ,01ED,493,latin small letter o with ogonek and macron,Latin Extended-B,,,
Ǯ,01EE,494,latin capital letter ezh with caron,Latin Extended-B,,,
ǯ,01EF,495,latin small letter ezh with caron,Latin Extended-B,,,
ǰ,01F0,496,latin small letter j with caron,Latin Extended-B,,,
Ǳ,01F1,497,latin capital letter dz,Latin Extended-B,,,
ǲ,01F2,498,latin capital letter d with small letter z,Latin Extended-B,,,
ǳ,01F3,499,latin small letter dz,Latin Extended-B,,,
Ǵ,01F4,500,latin capital letter g with acute,Latin Extended-B,,,
ǵ,01F5,501,latin small letter g with acute,Latin Extended-B,gacute,,
Ƕ,01F6,502,latin capital letter hwair,Latin Extended-B,,,
Ƿ,01F7,503,latin capital letter wynn,Latin Extended-B,,,
Ǹ,01F8,504,latin capital letter n with grave,Latin Extended-B,,,
ǹ,01F9,505,latin small letter n with grave,Latin Extended-B,,,
Ǻ,01FA,506,latin capital letter a with ring above and acute,Latin Extended-B,,,
ǻ,01FB,507,latin small letter a with ring above and acute,Latin Extended-B,,,
Ǽ,01FC,508,latin capital letter ae with acute,Latin Extended-B,,,
ǽ,01FD,509,latin small letter ae with acute,Latin Extended-B,,,
Ǿ,01FE,510,latin capital letter o with stroke and acute,Latin Extended-B,,,
ǿ,01FF,511,latin small letter o with stroke and acute,Latin Extended-B,,,
Ȁ,0200,512,latin capital letter a with double grave,Latin Extended-B,,,
ȁ,0201,513,latin small letter a with double grave,Latin Extended-B,,,
Ȃ,0202,514,latin capital letter a with inverted breve,Latin Extended-B,,,
ȃ,0203,515,latin small letter a with inverted breve,Latin Extended-B,,,
Ȅ,0204,516,latin capital letter e with double grave,Latin Extended-B,,,
ȅ,0205,517,latin small letter e with double grave,Latin Extended-B,,,
Ȇ,0206,518,latin capital letter e with inverted breve,Latin Extended-B,,,
ȇ,0207,519,latin small letter e with inverted breve,Latin Extended-B,,,
Ȉ,0208,520,latin capital letter i with double grave,Latin Extended-B,,,
ȉ,0209,521,latin small letter i with double grave,Latin Extended-B,,,
Ȋ,020A,522,latin capital letter i with inverted breve,Latin Extended-B,,,
ȋ,020B,523,latin small letter i with inverted breve,Latin Extended-B,,,
Ȍ,020C,524,latin capital letter o with double grave,Latin Extended-B,,,
ȍ,020D,525,latin small letter o with double grave,Latin Extended-B,,,
Ȏ,020E,526,latin capital letter o with inverted breve,Latin Extended-B,,,
ȏ,020F,527,latin small letter o with inverted breve,Latin Extended-B,,,
Ȑ,0210,528,latin capital letter r with double grave,Latin Extended-B,,,
ȑ,0211,529,latin small letter r with double grave,Latin Extended-B,,,
Ȓ,0212,530,latin capital letter r with inverted breve,Latin Extended-B,,,
ȓ,0213,531,latin small letter r with inverted breve,Latin Extended-B,,,
Ȕ,0214,532,latin capital letter u with double grave,Latin Extended-B,,,
ȕ,0215,533,latin small letter u with double grave,Latin Extended-B,,,
Ȗ,0216,534,latin capital letter u with inverted breve,Latin Extended-B,,,
ȗ,0217,535,latin small letter u with inverted breve,Latin Extended-B,,,
Ș,0218,536,latin capital letter s with comma below,Latin Extended-B,,,
ș,0219,537,latin small letter s with comma below,Latin Extended-B,,,
Ț,021A,538,latin capital letter t with comma below,Latin Extended-B,,,
ț,021B,539,latin small letter t with comma below,Latin Extended-B,,,
Ȝ,021C,540,latin capital letter yogh,Latin Extended-B,,,
ȝ,021D,541,latin small letter yogh,Latin Extended-B,,,
Ȟ,021E,542,latin capital letter h with caron,Latin Extended-B,,,
ȟ,021F,543,latin small letter h with caron,Latin Extended-B,,,
Ƞ,0220,544,latin capital letter n with long right leg,Latin Extended-B,,,
ȡ,0221,545,latin small letter d with curl,Latin Extended-B,,,
Ȣ,0222,546,latin capital letter ou,Latin Extended-B,,,
ȣ,0223,547,latin small letter ou,Latin Extended-B,,,
Ȥ,0224,548,latin capital letter z with hook,Latin Extended-B,,,
ȥ,0225,549,latin small letter z with hook,Latin Extended-B,,,
Ȧ,0226,550,latin capital letter a with dot above,Latin Extended-B,,,
ȧ,0227,551,latin small letter a with dot above,Latin Extended-B,,,
Ȩ,0228,552,latin capital letter e with cedilla,Latin Extended-B,,,
ȩ,0229,553,latin small letter e with cedilla,Latin Extended-B,,,
Ȫ,022A,554,latin capital letter o with diaeresis and macron,Latin Extended-B,,,
ȫ,022B,555,latin small letter o with diaeresis and macron,Latin Extended-B,,,
Ȭ,022C,556,latin capital letter o with tilde and macron,Latin Extended-B,,,
ȭ,022D,557,latin small letter o with tilde and macron,Latin Extended-B,,,
Ȯ,022E,558,latin capital letter o with dot above,Latin Extended-B,,,
ȯ,022F,559,latin small letter o with dot above,Latin Extended-B,,,
Ȱ,0230,560,latin capital letter o with dot above and macron,Latin Extended-B,,,
ȱ,0231,561,latin small letter o with dot above and macron,Latin Extended-B,,,
Ȳ,0232,562,latin capital letter y with macron,Latin Extended-B,,,
ȳ,0233,563,latin small letter y with macron,Latin Extended-B,,,
ȴ,0234,564,latin small letter l with curl,Latin Extended-B,,,
ȵ,0235,565,latin small letter n with curl,Latin Extended-B,,,
ȶ,0236,566,latin small letter t with curl,Latin Extended-B,,,
ȷ,0237,567,latin small letter dotless j,Latin Extended-B,jmath,,
ȸ,0238,568,latin small letter db digraph,Latin Extended-B,,,
ȹ,0239,569,latin small letter qp digraph,Latin Extended-B,,,
Ⱥ,023A,570,latin capital letter a with stroke,Latin Extended-B,,,
Ȼ,023B,571,latin capital letter c with stroke,Latin Extended-B,,,
ȼ,023C,572,latin small letter c with stroke,Latin Extended-B,,,
Ƚ,023D,573,latin capital letter l with bar,Latin Extended-B,,,
Ⱦ,023E,574,latin capital letter t with diagonal stroke,Latin Extended-B,,,
ȿ,023F,575,latin small letter s with swash tail,Latin Extended-B,,,
ɀ,0240,576,latin small letter z with swash tail,Latin Extended-B,,,
Ɂ,0241,577,latin capital letter glottal stop,Latin Extended-B,,,
ɂ,0242,578,latin small letter glottal stop,Latin Extended-B,,,
Ƀ,0243,579,latin capital letter b with stroke,Latin Extended-B,,,
Ʉ,0244,580,latin capital letter u bar,Latin Extended-B,,,
Ʌ,0245,581,latin capital letter turned v,Latin Extended-B,,,
Ɇ,0246,582,latin capital letter e with stroke,Latin Extended-B,,,
ɇ,0247,583,latin small letter e with stroke,Latin Extended-B,,,
Ɉ,0248,584,latin capital letter j with stroke,Latin Extended-B,,,
ɉ,0249,585,latin small letter j with stroke,Latin Extended-B,,,
Ɋ,024A,586,latin capital letter small q with hook tail,Latin Extended-B,,,
ɋ,024B,587,latin small letter q with hook tail,Latin Extended-B,,,
Ɍ,024C,588,latin capital letter r with stroke,Latin Extended-B,,,
ɍ,024D,589,latin small letter r with stroke,Latin Extended-B,,,
Ɏ,024E,590,latin capital letter y with stroke,Latin Extended-B,,,
ɏ,024F,591,latin small letter y with stroke,Latin Extended-B,,,
ɐ,0250,592,latin small letter turned a,IPA Extensions,,,
ɑ,0251,593,latin small letter alpha,IPA Extensions,,,
ɒ,0252,594,latin small letter turned alpha,IPA Extensions,,,
ɓ,0253,595,latin small letter b with hook,IPA Extensions,,,
ɔ,0254,596,latin small letter open o,IPA Extensions,,,
ɕ,0255,597,latin small letter c with curl,IPA Extensions,,,
ɖ,0256,598,latin small letter d with tail,IPA Extensions,,,
ɗ,0257,599,latin small letter d with hook,IPA Extensions,,,
ɘ,0258,600,latin small letter reversed e,IPA Extensions,,,
ə,0259,601,latin small letter schwa,IPA Extensions,,,
ɚ,025A,602,latin small letter schwa with hook,IPA Extensions,,,
ɛ,025B,603,latin small letter open e,IPA Extensions,,,
ɜ,025C,604,latin small letter reversed open e,IPA Extensions,,,
ɝ,025D,605,latin small letter reversed open e with hook,IPA Extensions,,,
ɞ,025E,606,latin small letter closed reversed open e,IPA Extensions,,,
ɟ,025F,607,latin small letter dotless j with stroke,IPA Extensions,,,
ɠ,0260,608,latin small letter g with hook,IPA Extensions,,,
ɡ,0261,609,latin small letter script g,IPA Extensions,,,
ɢ,0262,610,latin letter small capital g,IPA Extensions,,,
ɣ,0263,611,latin small letter gamma,IPA Extensions,,,
ɤ,0264,612,latin small letter rams horn,IPA Extensions,,,
ɥ,0265,613,latin small letter turned h,IPA Extensions,,,
ɦ,0266,614,latin small letter h with hook,IPA Extensions,,,
ɧ,0267,615,latin small letter heng with hook,IPA Extensions,,,
ɨ,0268,616,latin small letter i with stroke,IPA Extensions,,,
ɩ,0269,617,latin small letter iota,IPA Extensions,,,
ɪ,026A,618,latin letter small capital i,IPA Extensions,,,
ɫ,026B,619,latin small letter l with middle tilde,IPA Extensions,,,
ɬ,026C,620,latin small letter l with belt,IPA Extensions,,,
ɭ,026D,621,latin small letter l with retroflex hook,IPA Extensions,,,
ɮ,026E,622,latin small letter lezh,IPA Extensions,,,
ɯ,026F,623,latin small letter turned m,IPA Extensions,,,
ɰ,0270,624,latin small letter turned m with long leg,IPA Extensions,,,
ɱ,0271,625,latin small letter m with hook,IPA Extensions,,,
ɲ,0272,626,latin small letter n with left hook,IPA Extensions,,,
ɳ,0273,627,latin small letter n with retroflex hook,IPA Extensions,,,
ɴ,0274,628,latin letter small capital n,IPA Extensions,,,
ɵ,0275,629,latin small letter barred o,IPA Extensions,,,
ɶ,0276,630,latin letter small capital oe,IPA Extensions,,,
ɷ,0277,631,latin small letter closed omega,IPA Extensions,,,
ɸ,0278,632,latin small letter phi,IPA Extensions,,,
ɹ,0279,633,latin small letter turned r,IPA Extensions,,,
ɺ,027A,634,latin small letter turned r with long leg,IPA Extensions,,,
ɻ,027B,635,latin small letter turned r with hook,IPA Extensions,,,
ɼ,027C,636,latin small letter r with long leg,IPA Extensions,,,
ɽ,027D,637,latin small letter r with tail,IPA Extensions,,,
ɾ,027E,638,latin small letter r with fishhook,IPA Extensions,,,
ɿ,027F,639,latin small letter reversed r with fishhook,IPA Extensions,,,
ʀ,0280,640,latin letter small capital r,IPA Extensions,,,
ʁ,0281,641,latin letter small capital inverted r,IPA Extensions,,,
ʂ,0282,642,latin small letter s with hook,IPA Extensions,,,
ʃ,0283,643,latin small letter esh,IPA Extensions,,,
ʄ,0284,644,latin small letter dotless j with stroke and hook,IPA Extensions,,,
ʅ,0285,645,latin small letter squat reversed esh,IPA Extensions,,,
ʆ,0286,646,latin small letter esh with curl,IPA Extensions,,,
ʇ,0287,647,latin small letter turned t,IPA Extensions,,,
ʈ,0288,648,latin small letter t with retroflex hook,IPA Extensions,,,
ʉ,0289,649,latin small letter u bar,IPA Extensions,,,
ʊ,028A,650,latin small letter upsilon,IPA Extensions,,,
ʋ,028B,651,latin small letter v with hook,IPA Extensions,,,
ʌ,028C,652,latin small letter turned v,IPA Extensions,,,
ʍ,028D,653,latin small letter turned w,IPA Extensions,,,
ʎ,028E,654,latin small letter turned y,IPA Extensions,,,
ʏ,028F,655,latin letter small capital y,IPA Extensions,,,
ʐ,0290,656,latin small letter z with retroflex hook,IPA Extensions,,,
ʑ,0291,657,latin small letter z with curl,IPA Extensions,,,
ʒ,0292,658,latin small letter ezh,IPA Extensions,,,
ʓ,0293,659,latin small letter ezh with curl,IPA Extensions,,,
ʔ,0294,660,latin letter glottal stop,IPA Extensions,,,
ʕ,0295,661,latin letter pharyngeal voiced fricative,IPA Extensions,,,
ʖ,0296,662,latin letter inverted glottal stop,IPA Extensions,,,
ʗ,0297,663,latin letter stretched c,IPA Extensions,,,
ʘ,0298,664,latin letter bilabial click,IPA Extensions,,,
ʙ,0299,665,latin letter small capital b,IPA Extensions,,,
ʚ,029A,666,latin small letter closed open e,IPA Extensions,,,
ʛ,029B,667,latin letter small capital g with hook,IPA Extensions,,,
ʜ,029C,668,latin letter small capital h,IPA Extensions,,,
ʝ,029D,669,latin small letter j with crossed-tail,IPA Extensions,,,
ʞ,029E,670,latin small letter turned k,IPA Extensions,,,
ʟ,029F,671,latin letter small capital l,IPA Extensions,,,
ʠ,02A0,672,latin small letter q with hook,IPA Extensions,,,
ʡ,02A1,673,latin letter glottal stop with stroke,IPA Extensions,,,
ʢ,02A2,674,latin letter reversed glottal stop with stroke,IPA Extensions,,,
ʣ,02A3,675,latin small letter dz digraph,IPA Extensions,,,
ʤ,02A4,676,latin small letter dezh digraph,IPA Extensions,,,
ʥ,02A5,677,latin small letter dz digraph with curl,IPA Extensions,,,
ʦ,02A6,678,latin small letter ts digraph,IPA Extensions,,,
ʧ,02A7,679,latin small letter tesh digraph,IPA Extensions,,,
ʨ,02A8,680,latin small letter tc digraph with curl,IPA Extensions,,,
ʩ,02A9,681,latin small letter feng digraph,IPA Extensions,,,
ʪ,02AA,682,latin small letter ls digraph,IPA Extensions,,,
ʫ,02AB,683,latin small letter lz digraph,IPA Extensions,,,
ʬ,02AC,684,latin letter bilabial percussive,IPA Extensions,,,
ʭ,02AD,685,latin letter bidental percussive,IPA Extensions,,,
ʮ,02AE,686,latin small letter turned h with fishhook,IPA Extensions,,,
ʯ,02AF,687,latin small letter turned h with fishhook and tail,IPA Extensions,,,
ʰ,02B0,688,modifier letter small h,Spacing Modifier Letters,,,
ʱ,02B1,689,modifier letter small h with hook,Spacing Modifier Letters,,,
ʲ,02B2,690,modifier letter small j,Spacing Modifier Letters,,,
ʳ,02B3,691,modifier letter small r,Spacing Modifier Letters,,,
ʴ,02B4,692,modifier letter small turned r,Spacing Modifier Letters,,,
ʵ,02B5,693,modifier letter small turned r with hook,Spacing Modifier Letters,,,
ʶ,02B6,694,modifier letter small capital inverted r,Spacing Modifier Letters,,,
ʷ,02B7,695,modifier letter small w,Spacing Modifier Letters,,,
ʸ,02B8,696,modifier letter small y,Spacing Modifier Letters,,,
ʹ,02B9,697,modifier letter prime,Spacing Modifier Letters,,,'
ʺ,02BA,698,modifier letter double prime,Spacing Modifier Letters,,,""""
ʻ,02BB,699,modifier letter turned comma,Spacing Modifier Letters,,,'
ʼ,02BC,700,modifier letter apostrophe,Spacing Modifier Letters,,,'
ʽ,02BD,701,modifier letter reversed comma,Spacing Modifier Letters,,,'
ʾ,02BE,702,modifier letter right half ring,Spacing Modifier Letters,,,'
ʿ,02BF,703,modifier letter left half ring,Spacing Modifier Letters,,,'
ˀ,02C0,704,modifier letter glottal stop,Spacing Modifier Letters,,,
ˁ,02C1,705,modifier letter reversed glottal stop,Spacing Modifier Letters,,,
˂,02C2,706,modifier letter left arrowhead,Spacing Modifier Letters,,Arrows,<
˃,02C3,707,modifier letter right arrowhead,Spacing Modifier Letters,,Arrows,>
˄,02C4,708,modifier letter up arrowhead,Spacing Modifier Letters,,Arrows,^
˅,02C5,709,modifier letter down arrowhead,Spacing Modifier Letters,,Arrows,v
ˆ,02C6,710,modifier letter circumflex accent,Spacing Modifier Letters,circ,,circumflex accent ^
ˇ,02C7,711,caron,Spacing Modifier Letters,Hacek caron,,
ˈ,02C8,712,modifier letter vertical line,Spacing Modifier Letters,,,
ˉ,02C9,713,modifier letter macron,Spacing Modifier Letters,,,
ˊ,02CA,714,modifier letter acute accent,Spacing Modifier Letters,,,
ˋ,02CB,715,modifier letter grave accent,Spacing Modifier Letters,,,
ˌ,02CC,716,modifier letter low vertical line,Spacing Modifier Letters,,,
ˍ,02CD,717,modifier letter low macron,Spacing Modifier Letters,,,
ˎ,02CE,718,modifier letter low grave accent,Spacing Modifier Letters,,,
ˏ,02CF,719,modifier letter low acute accent,Spacing Modifier Letters,,,
ː,02D0,720,modifier letter triangular colon,Spacing Modifier Letters,,,
ˑ,02D1,721,modifier letter half triangular colon,Spacing Modifier Letters,,,
˒,02D2,722,modifier letter centred right half ring,Spacing Modifier Letters,,,
˓,02D3,723,modifier letter centred left half ring,Spacing Modifier Letters,,,
˔,02D4,724,modifier letter up tack,Spacing Modifier Letters,,,
˕,02D5,725,modifier letter down tack,Spacing Modifier Letters,,,
˖,02D6,726,modifier letter plus sign,Spacing Modifier Letters,,,
˗,02D7,727,modifier letter minus sign,Spacing Modifier Letters,,,
˘,02D8,728,breve,Spacing Modifier Letters,Breve breve,,
˙,02D9,729,dot above,Spacing Modifier Letters,DiacriticalDot dot,,
˚,02DA,730,ring above,Spacing Modifier Letters,ring,,
˛,02DB,731,ogonek,Spacing Modifier Letters,ogon,,
˜,02DC,732,small tilde,Spacing Modifier Letters,DiacriticalTilde tilde,,tilde ~
˝,02DD,733,double acute accent,Spacing Modifier Letters,DiacriticalDoubleAcute dblac,,""""
˞,02DE,734,modifier letter rhotic hook,Spacing Modifier Letters,,,
˟,02DF,735,modifier letter cross accent,Spacing Modifier Letters,,,x multiply
ˠ,02E0,736,modifier letter small gamma,Spacing Modifier Letters,,,
ˡ,02E1,737,modifier letter small l,Spacing Modifier Letters,,,
ˢ,02E2,738,modifier letter small s,Spacing Modifier Letters,,,
ˣ,02E3,739,modifier letter small x,Spacing Modifier Letters,,,
ˤ,02E4,740,modifier letter small reversed glottal stop,Spacing Modifier Letters,,,
